bacteria_phylum	bacteria_class	bacteria_order	bacteria_family	bacteria_genus	bacteria_species	bacteria_asv	fungi_phylum	fungi_class	fungi_order	fungi_family	fungi_genus	fungi_species	fungi_asv
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Unclassified;D_6__Unclassified;ASV_c90a01e9e342a0ac63e97749be1879bc	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Chthoniobacter;D_6__Unclassified;ASV_cfda3ee6092fae7c6a3556afbeb27466	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Intrasporangiaceae;D_5__Tetrasphaera;D_6__Unclassified;ASV_eedf0353ed59020220199033dbeabddb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_708c662e3c93ebb16a38954c8281c8d1	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_045e59f658121fd8973f24e9428f89c5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__JG30-KF-AS9;D_5__Unclassified;D_6__Unclassified;ASV_20aaaa85ece215f03b3b19c36543abef	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__Unclassified;D_6__Unclassified;ASV_6a7a50c3c33ec83477cb9f1b90213467	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Luteolibacter;D_6__Unclassified;ASV_489fcd1a27865a3389c9441253ebffc2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Unclassified;D_6__Unclassified;ASV_005df18073c9bc3ec9df09955e335fc0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Unclassified;ASV_949097d23dfc83ccdeb4f96774be0e04	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingobium;D_6__Unclassified;ASV_3f7bf3155009f00ff45528488ad4e6c2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Niastella;D_6__Unclassified;ASV_3c890cf03c4587a0e2fddfa20aa5e439	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium;D_6__Unclassified;ASV_3fa9875100f9aeff6c0673dbbcaade06	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Burkholderia-Caballeronia-Paraburkholderia;D_6__Unclassified;ASV_5fc6343e27572b087e75a295c225b14f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_6f3ca328bddd46cec7395634506dd5e4	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_01a06027aa2fdb1744da0861f8e8ee05	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae;D_5__Unclassified;D_6__Unclassified;ASV_574281c101572158e4176058238b40f0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_88e86a10ce1a3a4dc3d979882b2dec49	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Unclassified;D_6__Unclassified;ASV_52da54fad7a61d7497fb480451db51b7	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_848cccc1b4f88f5d9eb90184919f549c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_22dff9176794bfad4f21ff04535317c0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Luteolibacter;D_6__Unclassified;ASV_466b2eba4f43a54aa6dbfd6ca7c373a2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Pedobacter;D_6__Unclassified;ASV_5d14a21ed40a30c8ce1d6b564a1f665f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;D_6__Bacillus simplex;ASV_bec829a6681dcd82707f559c5e367b3f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Adhaeribacter;D_6__Unclassified;ASV_614a700182c359ca64f2faff05547f50	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_636f325d2afc3528826a78744bc40a6e	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__Bdellovibrio;D_6__Unclassified;ASV_3696b2f1bba3a4ea493f637e0b20898c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Unclassified;D_6__Unclassified;ASV_da8781ed04e29ce53a141f5b86355616	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__MND1;D_6__Unclassified;ASV_f7d4e92298486e1bb8853c684cdae7a8	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_59561348d84b19898fcb82c15e4cb39b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_97c28ef1f38b31f451e64dfd5b7b1e6e	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales;D_4__Pseudonocardiaceae;D_5__Lechevalieria;D_6__Unclassified;ASV_8b72988a2c5f78cbd036764a071cf285	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus;D_6__Unclassified;ASV_217dbe271a153276d18328c893f335db	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella;D_6__Unclassified;ASV_b1c8e5c6e12e5d9cb3d1840ea3c08435	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Inquilinaceae;D_5__Inquilinus;D_6__Unclassified;ASV_d938f0a71bbbfa3fd0ee91efebc0910b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10;D_6__Unclassified;ASV_b0017b44029c11c7852f665d858640e0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_bf2c506bd424f99362b902a9ada45fdf	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Luteolibacter;D_6__Unclassified;ASV_3d8da14ef98f4320c16edccf0913f5b2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_34076a017b80be5d9aaf12b95ac74f95	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Rhodoplanes;D_6__Unclassified;ASV_9d11d73559591538f9cd413d7d444d33	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__0319-6G20;D_5__Unclassified;D_6__Unclassified;ASV_8ce16eb10fa19948844de4cc467ff293	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Ferruginibacter;D_6__Unclassified;ASV_f3451b7b44b872621a474668e2c775fc	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_8feffd3c595ab306a1d2ffc27b0995f2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Ferruginibacter;D_6__Unclassified;ASV_a2570f85e7065e6bc4b589a6e0db04f6	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Variovorax;D_6__Unclassified;ASV_a5e6e86cdad6a01f8ce3f900c6773e88	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__37-13;D_5__Unclassified;D_6__Unclassified;ASV_4f7abf8bd048832efb340bcd7a20fe6f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_b5c5519328dedf65581fa9fab1eaab49	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Aureimonas;D_6__Unclassified;ASV_b7f2db00b6d1ee9223ff8daecb5ac94b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Arenimonas;D_6__Unclassified;ASV_c84a0e8eaff10ba2ebfb2aeda6061c6a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_9398c8ba9b045cd88e98957aa7061aef	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_576a58989e55bc85f73afcf63eea6079	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter;D_6__Unclassified;ASV_9863d266c8e6d789a71fe466360fa2d6	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_b96744c584a6d86210cb97feb8dee1e0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_b9b6f5b1cf33efd1bce47272c535744a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_3b38665fa6107365aed030be82e970be	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Luteolibacter;D_6__Unclassified;ASV_fa654b1c9ca961e45ef1bec357e50d68	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Unclassified;D_6__Unclassified;ASV_6b462528acfa3d86ce7bfda87d501a42	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Ferruginibacter;D_6__Unclassified;ASV_bd788b3148b56498ba38301b8c37c106	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Luteolibacter;D_6__Unclassified;ASV_c128448d5a4b7e85e73c20f2d5228669	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Unclassified;ASV_11de2ec772135f493e117e8fea74dd8a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Candidatus Udaeobacter;D_6__Unclassified;ASV_d537425b1bfb6ba8396d029fcdf776e3	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces;D_6__Unclassified;ASV_30b4c35c1c1b162356b74fa57e4ec96e	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Rhodoplanes;D_6__Unclassified;ASV_e8e04134cdbebe823621681ee499e933	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Unclassified;D_6__Unclassified;ASV_eba1f04aa186b13d6126ec7f77d03304	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Unclassified;D_6__Unclassified;ASV_c27c89a2ed1f83f09dd618e17f93f401	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__Rhodanobacter;D_6__Unclassified;ASV_9d4b6354df7884001eb254a76e76d364	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus;D_6__Unclassified;ASV_0d85235fa380f570d3de365271edcdd3	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Rhodanobacteraceae;D_5__Rhodanobacter;D_6__Unclassified;ASV_6a3af765506157e0aa6670750ca133f0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_853d2e62f4a308cf83ee931e99996f8d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Unclassified;D_6__Unclassified;ASV_2688fcca0e0f814453a8c5b826ffbf5a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_978536d05f6d73c3e59aa6b32535f0b0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Unclassified;D_6__Unclassified;ASV_4e65335c390883e753d8ff27bb326d29	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_d6142cbfa454b39d5a953faffd11105e	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria;D_3__Fibrobacterales;D_4__Fibrobacteraceae;D_5__possible genus 04;D_6__Unclassified;ASV_cf1040d32758f1d6c3230d1a6adf9703	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Mesorhizobium;D_6__Unclassified;ASV_a7fc4613d16c0d6490eac41291dd3668	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10;D_6__Unclassified;ASV_a0a7e1bf76afe3fa8866095241399441	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Unclassified;ASV_d4243e694286d80a43c94b19f62b5c0b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__mle1-7;D_6__Unclassified;ASV_d75a7072a1386bf1f308883cee7c2f28	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Unclassified;D_6__Unclassified;ASV_b3ddee6db20423bfa764b8c1e06d9188	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Gemmatimonas;D_6__Unclassified;ASV_4819ed2cb45e56f7739cfbc8e3a5c0e3	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__Bdellovibrio;D_6__Unclassified;ASV_5e961e267caa6b040e915abc58397da4	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_cb7430ba917c88d05a7a1a38866fbab5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__Unclassified;ASV_1e16f923e4cb74d6ac471c64bbdd3a33	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Novosphingobium;D_6__Unclassified;ASV_7ef09c6b743b7787c4ba2485bc3406d2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_420dd823e51b5e9fb7c296648416123f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhodomicrobiaceae;D_5__Rhodomicrobium;D_6__Unclassified;ASV_1198b2d087f7d342adaac326c352fb03	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Unclassified;D_6__Unclassified;ASV_ad35f377c9cf023462dfbf14a8b0e8f9	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Cytophaga;D_6__Unclassified;ASV_7da7db4eeca691325db678c8b05a3bad	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Dongiales;D_4__Dongiaceae;D_5__Dongia;D_6__Unclassified;ASV_5942c0c0b3ecf6bc600f7f137559619e	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Rhizobium leguminosarum;ASV_51bd2e8045227d0cf0f8fbde3fa21f83	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Burkholderia-Caballeronia-Paraburkholderia;D_6__Unclassified;ASV_e2912edd98f9e0b834374943bace7a8f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Unclassified;ASV_8f94ee620c5878b1f60fa4feed91586d	NA	NA	NA	NA	NA	NA	NA
